year,town,storey,flat_model,lease_rem,price cpi_adj
2017,TOA PAYOH,20,DBSS,94,788086.5872
2017,TOA PAYOH,26,DBSS,94,788086.5872
2017,TOA PAYOH,29,Model A,88,786039.609
2017,TOA PAYOH,29,DBSS,94,777851.6964
2017,TOA PAYOH,29,DBSS,94,777851.6964
2017,TOA PAYOH,29,DBSS,94,777851.6964
2017,TOA PAYOH,17,DBSS,94,757381.9149
2017,TOA PAYOH,11,DBSS,94,757381.9149
2017,TOA PAYOH,26,Model A,91,747147.0242
2017,TOA PAYOH,17,Model A,88,714395.3738
2017,TOA PAYOH,11,DBSS,94,712860.1402
2017,TOA PAYOH,20,Model A,83,663220.9201
2017,TOA PAYOH,8,Model A,79,644798.1168
2017,TOA PAYOH,23,Improved,56,550637.1219
2017,TOA PAYOH,8,Model A,71,491274.7556
2017,TOA PAYOH,5,Model A,66,486157.3103
2017,TOA PAYOH,11,Improved,56,470804.9742
2017,TOA PAYOH,11,Model A,66,460570.0834
2017,TOA PAYOH,5,New Generation,66,455452.638
2017,TOA PAYOH,5,Improved,55,409395.6297
2017,TOA PAYOH,14,Improved,58,377667.4684
2017,TOA PAYOH,11,Improved,58,358221.176
2017,TOA PAYOH,14,Improved,58,347986.2852
2017,TOA PAYOH,5,Improved,58,347986.2852
2017,TOA PAYOH,2,Improved,57,345939.3071
2017,WOODLANDS,11,Premium Apartment,81,429865.4112
2017,WOODLANDS,23,Model A,95,419630.5204
2017,WOODLANDS,11,Premium Apartment,81,417583.5423
2017,WOODLANDS,26,Model A,95,408372.1406
2017,WOODLANDS,8,Model A,95,394043.2936
2017,WOODLANDS,14,Premium Apartment,86,390972.8264
2017,WOODLANDS,5,Model A,95,388925.8482
2017,WOODLANDS,5,Premium Apartment,82,388925.8482
2017,WOODLANDS,5,Model A,78,386878.8701
2017,WOODLANDS,11,Model A,78,386878.8701
2017,WOODLANDS,5,Premium Apartment,82,378690.9575
2017,WOODLANDS,11,Model A,80,377552.8376
2017,WOODLANDS,11,Premium Apartment,85,376643.9793
2017,WOODLANDS,11,Model A,80,374597.0012
2017,WOODLANDS,2,Model A,95,373573.5121
2017,WOODLANDS,2,Premium Apartment,81,373573.5121
2017,WOODLANDS,2,Model A,72,373573.5121
2017,WOODLANDS,5,Model A,95,370503.0449
2017,WOODLANDS,8,Model A,79,369479.5558
2017,WOODLANDS,8,Model A,78,368456.0667
2017,WOODLANDS,11,Model A,80,368456.0667
2017,WOODLANDS,14,Premium Apartment,85,368456.0667
2017,WOODLANDS,8,Model A2,82,366409.0886
2017,WOODLANDS,5,Model A,77,363338.6214
2017,WOODLANDS,8,Model A,80,358221.176
2017,WOODLANDS,8,Model A,79,358221.176
2017,WOODLANDS,11,Model A,79,358221.176
2017,WOODLANDS,5,Model A,80,356174.1978
2017,WOODLANDS,8,Model A,78,356174.1978
2017,WOODLANDS,14,Premium Apartment,86,353103.7306
2017,WOODLANDS,11,New Generation,69,353103.7306
2017,WOODLANDS,8,Model A,80,347986.2852
2017,WOODLANDS,11,Model A,79,344915.818
2017,WOODLANDS,8,Model A2,79,343892.3289
2017,WOODLANDS,2,Model A,80,342868.8399
2017,WOODLANDS,8,Model A2,81,342868.8399
2017,WOODLANDS,2,Model A2,82,339798.3727
2017,WOODLANDS,11,Model A,80,337751.3945
2017,WOODLANDS,11,Model A,79,337751.3945
2017,WOODLANDS,8,Premium Apartment,86,337751.3945
2017,WOODLANDS,11,Model A,83,337751.3945
2017,WOODLANDS,8,Model A,79,335704.4164
2017,WOODLANDS,2,Model A,95,332633.9491
2017,WOODLANDS,2,Premium Apartment,81,332633.9491
2017,WOODLANDS,11,Model A,80,332633.9491
2017,WOODLANDS,2,Model A,82,332633.9491
2017,WOODLANDS,8,Model A,80,332633.9491
2017,WOODLANDS,11,Model A,76,330586.971
2017,WOODLANDS,5,Model A,81,328949.3885
2017,WOODLANDS,11,Model A,79,328425.3621
2017,WOODLANDS,2,Model A,79,327516.5038
2017,WOODLANDS,11,Model A2,79,327516.5038
2017,WOODLANDS,2,New Generation,61,327516.5038
2017,WOODLANDS,5,Model A,80,326493.0147
2017,WOODLANDS,2,Model A,80,325469.5256
2017,WOODLANDS,11,Model A,80,324331.4058
2017,WOODLANDS,2,Premium Apartment,82,322399.0584
2017,WOODLANDS,8,Model A2,79,321260.9385
2017,WOODLANDS,8,Model A,79,319328.5912
2017,WOODLANDS,8,Model A2,79,319328.5912
2017,WOODLANDS,2,Model A,80,317281.613
2017,WOODLANDS,8,New Generation,60,312164.1676
2017,WOODLANDS,2,New Generation,67,309093.7004
2017,WOODLANDS,2,New Generation,63,303976.2551
2017,WOODLANDS,8,Model A,84,302952.766
2017,WOODLANDS,8,New Generation,59,291694.3862
2017,YISHUN,14,Model A,94,463640.5506
2017,YISHUN,8,Model A,67,440100.3019
2017,YISHUN,8,New Generation,66,434982.8566
2017,YISHUN,5,Model A,70,428727.2913
2017,YISHUN,5,Model A,94,427818.433
2017,YISHUN,11,New Generation,67,426680.3132
2017,YISHUN,5,Model A,95,422700.9877
2017,YISHUN,5,Model A,94,417583.5423
2017,YISHUN,14,Model A,94,409395.6297
2017,YISHUN,8,New Generation,67,408372.1406
2017,YISHUN,8,Model A,70,404278.1843
2017,YISHUN,5,Model A,95,399160.739
2017,YISHUN,8,Model A,70,394862.0848
2017,YISHUN,2,Model A,70,394043.2936
2017,YISHUN,8,New Generation,67,391996.3154
2017,YISHUN,11,Model A,95,388925.8482
2017,YISHUN,11,Model A,95,386878.8701
2017,YISHUN,11,Simplified,69,377667.4684
2017,YISHUN,5,Model A,70,371526.534
2017,YISHUN,11,Simplified,69,371526.534
2017,YISHUN,2,Model A,71,368456.0667
2017,YISHUN,2,Model A,70,368456.0667
2017,YISHUN,5,New Generation,67,365385.5995
2017,YISHUN,2,New Generation,66,358221.176
2017,YISHUN,8,Simplified,69,358221.176
2017,YISHUN,2,Model A,69,353103.7306
2017,YISHUN,11,Model A,67,353103.7306
2017,YISHUN,5,Simplified,68,351056.7525
2017,YISHUN,5,Simplified,67,349009.7743
2017,YISHUN,8,Model A,65,347986.2852
2017,YISHUN,5,New Generation,66,347986.2852
2017,YISHUN,11,Simplified,69,346758.0984
2017,YISHUN,2,Model A,68,340821.8617
2017,YISHUN,2,New Generation,74,340821.8617
2017,YISHUN,5,Model A,70,337751.3945
2017,YISHUN,8,Simplified,70,337751.3945
2017,YISHUN,8,Simplified,69,337751.3945
2017,YISHUN,11,Simplified,67,337751.3945
2017,YISHUN,2,New Generation,67,332633.9491
2017,YISHUN,2,Simplified,70,327516.5038
2017,YISHUN,8,Simplified,69,327516.5038
2017,YISHUN,8,Model A,70,326493.0147
2017,YISHUN,2,Simplified,67,325469.5256
2017,YISHUN,2,New Generation,67,322399.0584
2017,YISHUN,2,Simplified,69,322399.0584
2017,YISHUN,8,Simplified,67,317281.613
2017,YISHUN,11,Simplified,70,316143.4932
2017,YISHUN,5,Simplified,70,315234.6349
2017,YISHUN,11,Simplified,67,315234.6349
2017,YISHUN,11,Simplified,69,312164.1676
2017,YISHUN,11,Simplified,69,312164.1676
2017,YISHUN,11,Simplified,67,312164.1676
2017,YISHUN,2,Simplified,67,312164.1676
2017,YISHUN,5,Model A,70,309093.7004
2017,YISHUN,2,Simplified,70,309093.7004
2017,YISHUN,2,Model A,70,307046.7223
2017,YISHUN,8,Simplified,70,307046.7223
2017,YISHUN,2,Simplified,70,307046.7223
2017,YISHUN,11,Simplified,70,303976.2551
2017,YISHUN,2,Model A,70,296811.8315
2017,YISHUN,2,Simplified,70,296811.8315
2017,YISHUN,5,Simplified,70,296811.8315
2017,YISHUN,5,Simplified,68,296811.8315
2017,ANG MO KIO,17,DBSS,93,703886.7233
2017,ANG MO KIO,8,Model A,84,652732.165
2017,ANG MO KIO,17,Model A,83,624085.6123
2017,ANG MO KIO,14,Model A,88,618970.1564
2017,ANG MO KIO,29,Model A,83,598508.3331
2017,ANG MO KIO,29,Model A,88,585208.1479
2017,ANG MO KIO,8,New Generation,60,542238.3189
2017,ANG MO KIO,5,Model A,94,511545.5838
2017,ANG MO KIO,2,New Generation,61,480852.8488
2017,ANG MO KIO,2,New Generation,61,480852.8488
2017,ANG MO KIO,11,New Generation,60,480852.8488
2017,ANG MO KIO,11,New Generation,60,480852.8488
2017,ANG MO KIO,8,New Generation,59,470621.9371
2017,ANG MO KIO,14,New Generation,64,460391.0254
2017,ANG MO KIO,2,New Generation,60,439929.2021
2017,ANG MO KIO,5,New Generation,61,434813.7463
2017,ANG MO KIO,8,Model A,75,426514.4307
2017,ANG MO KIO,5,New Generation,61,414351.9229
2017,ANG MO KIO,8,New Generation,60,414351.9229
2017,ANG MO KIO,5,New Generation,60,400540.1921
2017,ANG MO KIO,2,New Generation,62,383659.1879
2017,ANG MO KIO,5,New Generation,59,378543.732
2017,BEDOK,2,Model A,92,675240.1707
2017,BEDOK,8,Model A,87,578046.5097
2017,BEDOK,17,Premium Apartment,82,562700.1422
2017,BEDOK,17,Premium Apartment,82,547353.7747
2017,BEDOK,11,Model A,83,542238.3189
2017,BEDOK,11,Model A,87,542238.3189
2017,BEDOK,8,Premium Apartment,82,519730.3132
2017,BEDOK,11,New Generation,61,496199.2163
2017,BEDOK,2,Model A,75,491083.7605
2017,BEDOK,5,Model A,78,490060.6693
2017,BEDOK,8,New Generation,61,480852.8488
2017,BEDOK,8,New Generation,61,480852.8488
2017,BEDOK,8,New Generation,59,475737.393
2017,BEDOK,17,New Generation,60,465506.4813
2017,BEDOK,2,Model A,83,460391.0254
2017,BEDOK,11,Model A,66,458344.8431
2017,BEDOK,8,New Generation,61,455275.5696
2017,BEDOK,8,New Generation,60,450160.1138
2017,BEDOK,5,New Generation,62,445044.6579
2017,BEDOK,11,New Generation,62,439929.2021
2017,BEDOK,11,New Generation,61,427652.1081
2017,BEDOK,5,New Generation,60,427652.1081
2017,BEDOK,11,New Generation,64,424582.8346
2017,BEDOK,14,New Generation,68,421513.5611
2017,BEDOK,5,New Generation,61,419467.3787
2017,BEDOK,2,New Generation,60,414351.9229
2017,BEDOK,11,New Generation,60,414351.9229
2017,BEDOK,5,Simplified,68,409236.4671
2017,BEDOK,8,New Generation,67,404121.0112
2017,BEDOK,14,Improved,59,397867.878
2017,BEDOK,2,New Generation,60,388774.6437
2017,BEDOK,8,New Generation,59,388774.6437
2017,BEDOK,2,New Generation,63,386728.4614
2017,BEDOK,2,New Generation,61,379566.8232
2017,BEDOK,2,Improved,59,363197.3645
2017,BEDOK,2,Improved,59,358081.9087
2017,BEDOK,2,Improved,59,356035.7263
2017,BEDOK,5,Improved,59,340689.3588
2017,BEDOK,2,Improved,59,339666.2677
2017,BISHAN,8,Model A,71,782664.7433
2017,BISHAN,8,DBSS,93,766295.2846
2017,BISHAN,5,Model A,74,703886.7233
2017,BISHAN,5,Model A,68,654778.3473
2017,BISHAN,2,Model A,71,618970.1564
2017,BISHAN,5,Premium Apartment,80,608739.2448
2017,BISHAN,8,Model A,74,608739.2448
2017,BISHAN,5,Model A,74,601577.6066
2017,BISHAN,8,Simplified,69,598508.3331
2017,BISHAN,2,Simplified,69,593392.8772
2017,BISHAN,8,Model A,70,588277.4214
2017,BISHAN,5,Model A,74,567815.598
2017,BISHAN,2,Model A,74,562700.1422
2017,BISHAN,2,New Generation,67,562700.1422
2017,BISHAN,5,New Generation,67,552469.2305
2017,BISHAN,8,Simplified,68,552469.2305
2017,BISHAN,8,Simplified,68,540192.1365
2017,BISHAN,2,New Generation,72,527915.0425
2017,BISHAN,5,Simplified,69,511545.5838
2017,BISHAN,2,Simplified,70,501314.6722
2017,BISHAN,8,Simplified,67,475737.393
2017,BISHAN,5,Simplified,69,470621.9371
2017,BISHAN,8,Simplified,69,470621.9371
2017,BUKIT BATOK,8,Model A,67,480852.8488
2017,BUKIT BATOK,8,Model A,67,480852.8488
2017,BUKIT BATOK,11,Model A,66,460391.0254
2017,BUKIT BATOK,17,Model A,80,445044.6579
2017,BUKIT BATOK,5,Model A,79,444021.5668
2017,BUKIT BATOK,8,Model A,69,439929.2021
2017,BUKIT BATOK,5,New Generation,67,437883.0198
2017,BUKIT BATOK,11,Model A,79,433279.1095
2017,BUKIT BATOK,14,Model A,80,429698.2904
2017,BUKIT BATOK,14,Model A,79,429698.2904
2017,BUKIT BATOK,20,Model A,87,429698.2904
2017,BUKIT BATOK,2,Model A,67,417421.1964
2017,BUKIT BATOK,8,Model A,66,417421.1964
2017,BUKIT BATOK,2,Model A,67,414351.9229
2017,BUKIT BATOK,8,New Generation,66,410155.2029
2017,BUKIT BATOK,2,Model A,71,409236.4671
2017,BUKIT BATOK,5,Model A2,80,409236.4671
2017,BUKIT BATOK,8,Model A,69,409236.4671
2017,BUKIT BATOK,5,Model A,66,407190.2847
2017,BUKIT BATOK,5,Model A,80,399005.5554
2017,BUKIT BATOK,5,Model A,68,399005.5554
2017,BUKIT BATOK,8,Model A,66,397982.4642
2017,BUKIT BATOK,8,New Generation,66,396959.373
2017,BUKIT BATOK,8,New Generation,67,393890.0995
2017,BUKIT BATOK,5,Model A2,80,388774.6437
2017,BUKIT BATOK,11,New Generation,67,388774.6437
2017,BUKIT BATOK,8,New Generation,67,385705.3702
2017,BUKIT BATOK,2,Model A,86,383659.1879
2017,BUKIT BATOK,5,Model A,68,368312.8204
2017,BUKIT BATOK,5,New Generation,70,352966.4528
2017,BUKIT BATOK,5,Simplified,68,332504.6295
2017,BUKIT BATOK,8,Simplified,68,330458.4472
2017,BUKIT BATOK,11,Simplified,69,327389.1736
2017,BUKIT BATOK,5,Simplified,68,327389.1736
2017,BUKIT MERAH,35,Model A,95,832796.2105
2017,BUKIT MERAH,20,Model A,95,821542.2076
2017,BUKIT MERAH,11,Model A,95,812219.8009
2017,BUKIT MERAH,17,Model A,95,803126.5666
2017,BUKIT MERAH,29,Model A,91,782664.7433
2017,BUKIT MERAH,41,Model A,95,768341.4669
2017,BUKIT MERAH,14,Premium Apartment,95,767318.3757
2017,BUKIT MERAH,14,Model A,83,746856.5524
2017,BUKIT MERAH,8,Model A,95,741741.0965
2017,BUKIT MERAH,11,Model A,95,741741.0965
2017,BUKIT MERAH,26,Model A,85,721279.2732
2017,BUKIT MERAH,5,Model A,83,711048.3615
2017,BUKIT MERAH,11,Model A,85,705932.9057
2017,BUKIT MERAH,11,Model A,84,700817.4498
2017,BUKIT MERAH,8,Model A,84,683424.9
2017,BUKIT MERAH,26,Model A,85,644547.4356
2017,BUKIT MERAH,5,New Generation,67,613854.7006
2017,BUKIT MERAH,11,Model A,79,595439.0596
2017,BUKIT MERAH,2,Model A,85,588277.4214
2017,BUKIT MERAH,11,Model A,67,572931.0539
2017,BUKIT MERAH,5,Model A,66,562700.1422
2017,BUKIT MERAH,5,New Generation,60,503360.8545
2017,BUKIT MERAH,8,Improved,57,482899.0311
2017,BUKIT MERAH,11,New Generation,58,480852.8488
2017,BUKIT MERAH,11,New Generation,58,480852.8488
2017,BUKIT MERAH,5,New Generation,58,460391.0254
2017,BUKIT MERAH,5,New Generation,58,460391.0254
2017,BUKIT MERAH,2,Standard,52,450160.1138
2017,BUKIT MERAH,2,Standard,52,409236.4671
2017,BUKIT PANJANG,23,Premium Apartment,85,576908.8323
2017,BUKIT PANJANG,20,Premium Apartment,85,572931.0539
2017,BUKIT PANJANG,8,Model A,79,450160.1138
2017,BUKIT PANJANG,14,Premium Apartment,94,448113.9314
2017,BUKIT PANJANG,5,Model A,79,447090.8403
2017,BUKIT PANJANG,11,Model A,95,439929.2021
2017,BUKIT PANJANG,26,Premium Apartment,86,417421.1964
2017,BUKIT PANJANG,5,Model A,95,409236.4671
2017,BUKIT PANJANG,14,Premium Apartment,86,393890.0995
2017,BUKIT PANJANG,8,Model A,80,388774.6437
2017,BUKIT PANJANG,14,Model A,83,387546.9343
2017,BUKIT PANJANG,11,Model A,71,381613.0055
2017,BUKIT PANJANG,5,Model A,70,368312.8204
2017,BUKIT PANJANG,11,Model A,80,363197.3645
2017,BUKIT PANJANG,8,Model A2,80,358081.9087
2017,BUKIT PANJANG,11,Model A,69,358081.9087
2017,BUKIT PANJANG,8,Model A,70,352966.4528
2017,BUKIT PANJANG,8,Model A,71,346827.9058
2017,BUKIT PANJANG,2,Model A,70,337620.0853
2017,BUKIT PANJANG,8,Simplified,70,335573.903
2017,BUKIT PANJANG,5,Model A,71,332504.6295
2017,BUKIT PANJANG,11,Simplified,70,328412.2648
2017,BUKIT PANJANG,2,Model A,71,327389.1736
2017,BUKIT PANJANG,5,Premium Apartment,84,312042.8061
2017,BUKIT PANJANG,11,Simplified,70,312042.8061
2017,BUKIT PANJANG,2,Simplified,70,312042.8061
2017,BUKIT PANJANG,2,Model A2,84,306927.3503
2017,BUKIT TIMAH,14,Model A,70,751972.0082
2017,CENTRAL AREA,44,Type S1,93,969890.4269
2017,CENTRAL AREA,11,Type S1,93,877812.2218
2017,CENTRAL AREA,5,Improved,62,683424.9
2017,CENTRAL AREA,14,Improved,62,665009.259
2017,CENTRAL AREA,14,Model A,65,634316.5239
2017,CENTRAL AREA,5,New Generation,66,616412.4285
2017,CENTRAL AREA,14,Improved,61,529961.2248
2017,CHOA CHU KANG,11,Premium Apartment,80,439929.2021
2017,CHOA CHU KANG,5,Premium Apartment,80,429698.2904
2017,CHOA CHU KANG,14,Model A,95,414351.9229
2017,CHOA CHU KANG,11,Model A,95,409236.4671
2017,CHOA CHU KANG,11,Model A,78,409236.4671
2017,CHOA CHU KANG,11,Model A,78,399005.5554
2017,CHOA CHU KANG,8,Premium Apartment,81,396959.373
2017,CHOA CHU KANG,11,Model A,95,393890.0995
2017,CHOA CHU KANG,5,Model A,79,378543.732
2017,CHOA CHU KANG,5,Model A,71,378543.732
2017,CHOA CHU KANG,11,Model A,66,373428.2762
2017,CHOA CHU KANG,17,Premium Apartment,81,363197.3645
2017,CHOA CHU KANG,11,Model A,78,363197.3645
2017,CHOA CHU KANG,11,Model A,74,361151.1822
2017,CHOA CHU KANG,14,Model A,81,360128.091
2017,CHOA CHU KANG,14,Premium Apartment,81,358081.9087
2017,CHOA CHU KANG,8,Model A,74,358081.9087
2017,CHOA CHU KANG,5,Model A,78,356035.7263
2017,CHOA CHU KANG,8,Premium Apartment,81,356035.7263
2017,CHOA CHU KANG,2,Model A,72,356035.7263
2017,CHOA CHU KANG,5,Model A,72,356035.7263
2017,CHOA CHU KANG,8,Model A,75,353989.544
2017,CHOA CHU KANG,2,Model A,78,343758.6323
2017,CHOA CHU KANG,2,Model A,77,342735.5412
2017,CHOA CHU KANG,5,Model A,74,342735.5412
2017,CHOA CHU KANG,2,Model A,79,337620.0853
2017,CHOA CHU KANG,8,Model A,85,337620.0853
2017,CHOA CHU KANG,11,Model A,72,337620.0853
2017,CHOA CHU KANG,11,Model A,72,335573.903
2017,CHOA CHU KANG,8,New Generation,61,335573.903
2017,CHOA CHU KANG,23,Model A,85,333527.7207
2017,CHOA CHU KANG,2,Model A,80,332504.6295
2017,CHOA CHU KANG,8,Model A,81,329435.356
2017,CHOA CHU KANG,2,Model A,80,327389.1736
2017,CHOA CHU KANG,2,Model A,75,326366.0825
2017,CHOA CHU KANG,5,Model A2,81,320227.5355
2017,CHOA CHU KANG,2,Premium Apartment,81,317158.262
2017,CHOA CHU KANG,2,Model A,74,317158.262
2017,CHOA CHU KANG,8,Model A,71,301811.8945
2017,CHOA CHU KANG,5,New Generation,60,301811.8945
2017,CLEMENTI,29,Model A,95,747765.0573
2017,CLEMENTI,26,Model A,95,722097.7461
2017,CLEMENTI,14,New Generation,60,591346.6949
2017,CLEMENTI,5,Model A,84,588277.4214
2017,CLEMENTI,8,New Generation,61,588277.4214
2017,CLEMENTI,8,New Generation,63,537122.863
2017,CLEMENTI,8,New Generation,60,529961.2248
2017,CLEMENTI,2,New Generation,61,521776.4955
2017,CLEMENTI,5,New Generation,61,516661.0397
2017,CLEMENTI,8,New Generation,60,498245.3986
2017,CLEMENTI,5,New Generation,60,414351.9229
2017,GEYLANG,17,Model A,80,768341.4669
2017,GEYLANG,11,Model A,87,767318.3757
2017,GEYLANG,11,Model A,87,744810.3701
2017,GEYLANG,20,Model A,93,736625.6407
2017,GEYLANG,20,Model A,93,734579.4584
2017,GEYLANG,20,Model A,80,724348.5467
2017,GEYLANG,11,Model A,93,659893.8031
2017,GEYLANG,5,Model A,93,654778.3473
2017,GEYLANG,11,Model A,93,654778.3473
2017,GEYLANG,5,Model A,89,618970.1564
2017,GEYLANG,17,Model A,79,581115.7832
2017,GEYLANG,14,New Generation,60,521776.4955
2017,GEYLANG,14,New Generation,67,478806.6665
2017,GEYLANG,14,New Generation,67,478806.6665
2017,GEYLANG,5,New Generation,58,468575.7548
2017,GEYLANG,8,Model A,67,457321.7519
2017,GEYLANG,8,New Generation,62,427652.1081
2017,GEYLANG,2,Model A,67,424582.8346
2017,GEYLANG,2,Model A,68,411282.6494
2017,GEYLANG,5,Simplified,67,388774.6437
2017,GEYLANG,5,Simplified,67,385705.3702
2017,GEYLANG,8,Simplified,68,371382.0939
2017,GEYLANG,8,Simplified,68,345804.8147
2017,GEYLANG,2,Simplified,67,342735.5412
2017,HOUGANG,14,Model A,74,493129.9428
2017,HOUGANG,11,Model A,74,491083.7605
2017,HOUGANG,11,Model A,67,465506.4813
2017,HOUGANG,11,Model A,71,450160.1138
2017,HOUGANG,5,Model A,71,424582.8346
2017,HOUGANG,8,Model A,68,424582.8346
2017,HOUGANG,11,Model A,74,419467.3787
2017,HOUGANG,2,Model A,74,409236.4671
2017,HOUGANG,14,Model A,80,407190.2847
2017,HOUGANG,8,Model A,80,386728.4614
2017,HOUGANG,8,Model A2,86,383659.1879
2017,HOUGANG,11,Simplified,69,381613.0055
2017,HOUGANG,2,Model A,74,378543.732
2017,HOUGANG,11,Model A2,80,378543.732
2017,HOUGANG,14,New Generation,67,376497.5497
2017,HOUGANG,11,Model A2,86,373428.2762
2017,HOUGANG,5,New Generation,67,368312.8204
2017,HOUGANG,11,Model A,74,364220.4557
2017,HOUGANG,2,Simplified,69,363197.3645
2017,HOUGANG,5,Model A2,80,360128.091
2017,HOUGANG,8,Model A2,85,358081.9087
2017,HOUGANG,14,New Generation,67,358081.9087
2017,HOUGANG,14,Simplified,68,358081.9087
2017,HOUGANG,8,Simplified,68,358081.9087
2017,HOUGANG,2,Simplified,67,345804.8147
2017,HOUGANG,5,New Generation,64,342735.5412
2017,HOUGANG,2,New Generation,67,330458.4472
2017,HOUGANG,2,Simplified,69,329435.356
2017,HOUGANG,5,Simplified,68,322273.7178
2017,HOUGANG,2,Simplified,67,322273.7178
2017,JURONG EAST,11,Model A,80,521776.4955
2017,JURONG EAST,17,Model A,80,519730.3132
2017,JURONG EAST,11,Model A2,80,491083.7605
2017,JURONG EAST,8,New Generation,66,459253.3481
2017,JURONG EAST,5,Model A,95,439929.2021
2017,JURONG EAST,14,Model A,66,436859.9286
2017,JURONG EAST,14,Model A,95,431744.4727
2017,JURONG EAST,5,Model A,66,429698.2904
2017,JURONG EAST,8,New Generation,67,427652.1081
2017,JURONG EAST,8,New Generation,63,423445.1572
2017,JURONG EAST,14,Model A,95,415375.0141
2017,JURONG EAST,14,Model A,85,347850.997
2017,JURONG EAST,8,Model A,95,327389.1736
2017,JURONG WEST,11,Model A,82,578046.5097
2017,JURONG WEST,11,Premium Apartment,82,460391.0254
2017,JURONG WEST,11,Model A,92,458344.8431
2017,JURONG WEST,14,Premium Apartment,90,453229.3873
2017,JURONG WEST,17,Model A,83,446067.7491
2017,JURONG WEST,8,Model A,92,441975.3844
2017,JURONG WEST,11,Model A,96,439929.2021
2017,JURONG WEST,11,Model A,83,432767.5639
2017,JURONG WEST,8,Model A,79,430721.3816
2017,JURONG WEST,11,Premium Apartment,82,429698.2904
2017,JURONG WEST,11,Model A,82,424582.8346
2017,JURONG WEST,11,Model A,82,419467.3787
2017,JURONG WEST,5,Model A,83,416398.1052
2017,JURONG WEST,8,Model A,84,414351.9229
2017,JURONG WEST,14,Model A,80,411282.6494
2017,JURONG WEST,14,Model A,80,409236.4671
2017,JURONG WEST,5,Model A,79,408213.3759
2017,JURONG WEST,8,Model A,84,404121.0112
2017,JURONG WEST,5,Model A,83,404121.0112
2017,JURONG WEST,14,Model A,83,400028.6466
2017,JURONG WEST,2,Model A,84,399005.5554
2017,JURONG WEST,5,Model A,66,399005.5554
2017,JURONG WEST,8,Model A,77,378543.732
2017,JURONG WEST,11,Model A,66,375474.4585
2017,JURONG WEST,5,Model A,67,373428.2762
2017,JURONG WEST,2,Model A,78,368312.8204
2017,JURONG WEST,5,Model A,67,368312.8204
2017,JURONG WEST,5,New Generation,67,365243.5469
2017,JURONG WEST,11,Model A,66,364105.8695
2017,JURONG WEST,5,Model A,83,363197.3645
2017,JURONG WEST,5,Model A,84,363197.3645
2017,JURONG WEST,8,Model A,83,363197.3645
2017,JURONG WEST,5,Model A,66,363197.3645
2017,JURONG WEST,11,Model A,67,363197.3645
2017,JURONG WEST,11,Model A,73,360946.5639
2017,JURONG WEST,14,Premium Apartment,85,358081.9087
2017,JURONG WEST,11,Model A,70,358081.9087
2017,JURONG WEST,11,Model A,71,358081.9087
2017,JURONG WEST,8,Model A,70,358081.9087
2017,JURONG WEST,2,Model A,67,358081.9087
2017,JURONG WEST,11,Model A,71,356035.7263
2017,JURONG WEST,11,New Generation,67,353989.544
2017,JURONG WEST,5,Model A,72,352966.4528
2017,JURONG WEST,8,Model A,66,352966.4528
2017,JURONG WEST,8,Model A,66,352966.4528
2017,JURONG WEST,2,Model A2,80,350920.2705
2017,JURONG WEST,5,Model A,71,347850.997
2017,JURONG WEST,5,Model A,71,342735.5412
2017,JURONG WEST,2,Model A,66,342735.5412
2017,JURONG WEST,2,Model A,67,342735.5412
2017,JURONG WEST,8,Model A,77,340689.3588
2017,JURONG WEST,5,New Generation,65,337620.0853
2017,JURONG WEST,11,Model A,78,335573.903
2017,JURONG WEST,8,Model A,71,335573.903
2017,JURONG WEST,8,Model A,66,334436.2256
2017,JURONG WEST,11,Model A,73,332504.6295
2017,JURONG WEST,2,Model A,75,327389.1736
2017,JURONG WEST,8,Model A,72,327389.1736
2017,JURONG WEST,5,Model A,71,327389.1736
2017,JURONG WEST,2,Premium Apartment,85,322273.7178
2017,JURONG WEST,11,Model A,71,317158.262
2017,JURONG WEST,8,Model A,73,308973.5326
2017,JURONG WEST,2,Model A,70,308973.5326
2017,JURONG WEST,5,Model A,71,306927.3503
2017,KALLANG/WHAMPOA,38,DBSS,93,869627.4925
2017,KALLANG/WHAMPOA,26,Model A,94,726394.729
2017,KALLANG/WHAMPOA,23,Model A,94,726394.729
2017,KALLANG/WHAMPOA,17,Model A,88,722302.3644
2017,KALLANG/WHAMPOA,8,Model A,65,665009.259
2017,KALLANG/WHAMPOA,20,Model A,65,630224.1593
2017,KALLANG/WHAMPOA,8,Model A,86,624085.6123
2017,KALLANG/WHAMPOA,5,Model A,86,588277.4214
2017,KALLANG/WHAMPOA,2,Model A,88,552469.2305
2017,KALLANG/WHAMPOA,11,Model A,69,521776.4955
2017,KALLANG/WHAMPOA,2,Model A,71,520753.4043
2017,KALLANG/WHAMPOA,2,Improved,56,506430.128
2017,KALLANG/WHAMPOA,8,New Generation,63,493129.9428
2017,KALLANG/WHAMPOA,5,New Generation,67,471645.0283
2017,KALLANG/WHAMPOA,14,Improved,56,399005.5554
2017,KALLANG/WHAMPOA,2,New Generation,62,376497.5497
2017,KALLANG/WHAMPOA,2,Simplified,69,342735.5412
2017,MARINE PARADE,8,Improved,57,593392.8772
2017,MARINE PARADE,11,Improved,58,588277.4214
2017,MARINE PARADE,11,Improved,58,562700.1422
2017,MARINE PARADE,8,Improved,57,532007.4072
2017,MARINE PARADE,2,Improved,57,511545.5838
